image_name,image_path,cam_num,shift,ref_excelente,ref_bom,ref_ruim,ref_pessimo,pred_label,ev_label_1,ev_label_2,ev_label_3,ev_label_4,ev_label_5
IMG_2022-05-26_07-15-08-604.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_07-15-08-604.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_01-45-08-145.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_01-45-08-145.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_02-15-04-116.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_02-15-04-116.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_07-00-08-609.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_07-00-08-609.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_19-15-15-389.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_19-15-15-389.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_05-15-17-933.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_05-15-17-933.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_06-45-08-629.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_06-45-08-629.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_20-45-18-315.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_20-45-18-315.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_15-00-14-486.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_15-00-14-486.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_23-00-17-207.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_23-00-17-207.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_13-30-08-614.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_13-30-08-614.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_02-00-10-136.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_02-00-10-136.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_18-30-18-458.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_18-30-18-458.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_07-30-18-572.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_07-30-18-572.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_20-00-10-363.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_20-00-10-363.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_10-00-14-647.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_10-00-14-647.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_03-15-15-005.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_03-15-15-005.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_10-15-18-372.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_10-15-18-372.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_03-30-05-089.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_03-30-05-089.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_20-30-20-306.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_20-30-20-306.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_21-45-15-315.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_21-45-15-315.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_22-15-10-292.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_22-15-10-292.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_01-15-11-176.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_01-15-11-176.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_12-30-11-665.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_12-30-11-665.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_09-00-14-750.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_09-00-14-750.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_14-00-14-570.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_14-00-14-570.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_00-15-09-246.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_00-15-09-246.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_14-00-06-581.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_14-00-06-581.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_19-15-07-421.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_19-15-07-421.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_02-15-11-115.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_02-15-11-115.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-27_00-30-15-142.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-27_00-30-15-142.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_06-30-08-671.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_06-30-08-671.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_18-45-07-438.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_18-45-07-438.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_02-30-09-090.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_02-30-09-090.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_22-45-08-649.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_22-45-08-649.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_23-00-16-271.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_23-00-16-271.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_14-15-14-533.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_14-15-14-533.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_11-00-18-282.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_11-00-18-282.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_03-15-11-033.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_03-15-11-033.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_08-15-18-531.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_08-15-18-531.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_22-30-16-260.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_22-30-16-260.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_13-15-18-159.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_13-15-18-159.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_22-00-19-281.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_22-00-19-281.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_03-00-08-104.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_03-00-08-104.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_21-00-13-305.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_21-00-13-305.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_02-00-16-141.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_02-00-16-141.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_23-15-16-206.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_23-15-16-206.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-27_01-15-14-259.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-27_01-15-14-259.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_21-30-16-524.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_21-30-16-524.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_10-30-18-350.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_10-30-18-350.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_13-45-18-087.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_13-45-18-087.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_08-45-04-768.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_08-45-04-768.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_22-00-16-294.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_22-00-16-294.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_04-00-14-023.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_04-00-14-023.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_06-45-13-920.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_06-45-13-920.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_16-30-16-522.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_16-30-16-522.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_23-15-14-188.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_23-15-14-188.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_11-30-14-562.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_11-30-14-562.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_19-45-11-383.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_19-45-11-383.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_12-15-11-685.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_12-15-11-685.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_21-15-08-318.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_21-15-08-318.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_15-15-14-475.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_15-15-14-475.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_04-15-17-000.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_04-15-17-000.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_07-00-10-895.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_07-00-10-895.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_18-15-12-416.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_18-15-12-416.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_16-00-14-422.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_16-00-14-422.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_02-45-13-078.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-25_02-45-13-078.jpg,cam_137,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_09-00-18-443.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_09-00-18-443.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_12-30-18-192.jpg,./dataset_pecem_merged/cam_137/IMG_2022-05-26_12-30-18-192.jpg,cam_137,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
